property_type,num_beds,size_sqft,floor_level,furnishing,lat,lng,subzone,planning_area,price,years_left,dist_from_changi_airport,dist_from_cbd,dist_from_nearest_mall,dist_from_nearest_sschool,dist_from_nearest_pschool,dist_from_nearest_comm,dist_from_nearest_mrt
hdb,3,1098,unknown,unspecified,1.33972395,103.72080616992014,taman jurong,jurong west,554400.0,74,29.85,15.8,0.55,0.22,0.35,1.65,0.5
hdb,3,807,unknown,unspecified,1.274474,103.84009950580077,everton park,bukit merah,806400.0,80,18.9,1.64,0.7,1.35,0.15,2.1,0.64
hdb,3,990,unknown,unspecified,1.4081525,103.8988746,punggol town centre,punggol,682500.0,93,11.43,14.71,0.39,0.27,0.1,1.47,1.46
condo,3,1066,unknown,partial,1.28715825,103.79213778715592,kent ridge,queenstown,2067200.0,100,23.2,6.61,1.27,1.83,1.65,0.6,1.1
condo,3,1173,mid,unspecified,1.3129422000000002,103.84155234754564,moulmein,novena,3175000.0,984,17.08,3.39,0.53,0.97,0.68,0.81,0.4
hdb,2,721,unknown,partial,1.4271139000000002,103.84222500941428,yishun east,yishun,554400.0,90,18.0,15.87,0.67,0.71,0.23,3.36,0.84
condo,2,689,high,fully,1.2963944,103.89101386970906,mountbatten,marine parade,1934900.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,2,721,unknown,unspecified,1.43336035,103.82832947235136,yishun west,yishun,404200.0,59,19.69,16.72,1.0,0.36,0.49,4.3,0.86
condo,2,861,unknown,partial,1.29158245,103.80762528849952,mei chin,queenstown,1260000.0,989,21.41,4.95,0.43,0.67,0.49,0.58,0.37
landed,8,14000,unknown,unspecified,1.3870489,103.872999,seletar hills,serangoon,10500000.0,990,13.26,11.65,0.4,0.71,0.35,1.43,2.29
hdb,4,1614,unknown,unspecified,1.35291835,103.94652773364533,tampines east,tampines,1050000.0,61,4.7,13.04,0.2,0.3,0.41,0.15,0.97
condo,3,1098,unknown,unspecified,1.4170170999999998,103.84503465472268,lower seletar,yishun,1260000.0,94,17.26,14.73,0.44,0.47,0.68,2.57,1.34
hdb,2,721,unknown,unspecified,1.3472747,103.7163630006595,hong kah,jurong west,367500.0,59,30.3,16.59,0.41,0.68,0.27,2.48,0.61
landed,6,9590,unknown,unspecified,1.3870489,103.872999,seletar hills,serangoon,9166500.0,979,13.26,11.65,0.4,0.71,0.35,1.43,2.29
landed,6,6376,unknown,unspecified,1.30062,103.892783,mountbatten,marine parade,9834300.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
condo,3,969,unknown,unspecified,1.4349279,103.8452818,yishun east,yishun,1197000.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
hdb,2,786,unknown,unspecified,1.3260235,103.92822011785796,bedok north,bedok,449400.0,56,7.56,9.73,0.15,0.87,0.61,3.55,1.25
hdb,3,1206,unknown,unspecified,1.35101075,103.73929238508832,brickworks,bukit batok,903000.0,94,27.74,14.52,1.11,0.33,0.26,1.95,1.16
landed,6,5700,unknown,unfurnished,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,6699000.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
condo,4,1378,unknown,unspecified,1.3159611,103.836848,moulmein,novena,4172700.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
condo,3,969,unknown,unfurnished,1.4349279,103.8452818,yishun east,yishun,1197000.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
condo,1,517,high,partial,1.3271094,103.7964042,coronation road,bukit timah,1415400.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,4,3225,high,unspecified,1.29905165,103.83206970977436,leonie hill,river valley,9692600.0,988,18.57,2.73,0.48,1.37,1.24,2.06,0.79
condo,3,1270,high,unspecified,1.34226665,103.7119581677919,boon lay place,jurong west,1281000.0,77,30.82,16.81,0.46,0.41,0.13,2.26,0.77
landed,5,2500,unknown,unspecified,1.3598047,103.7587646,hillview,bukit batok,4935000.0,979,25.56,13.3,0.74,0.96,0.82,3.75,0.79
hdb,3,969,unknown,unspecified,1.4472891,103.7708303,north coast,woodlands,472500.0,81,26.17,20.17,1.83,1.24,1.48,2.1,1.66
hdb,2,645,unknown,unspecified,1.4394097,103.7811577,woodlands regional centre,woodlands,344400.0,62,24.78,18.89,0.66,0.63,0.85,0.66,0.84
condo,2,938,unknown,partial,1.34817295,103.95833503501956,simei,tampines,997500.0,73,3.51,13.85,0.88,0.7,0.66,0.95,0.78
condo,2,624,unknown,unspecified,1.30010805,103.84667445597408,dhoby ghaut,museum,1457400.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
condo,3,969,unknown,unspecified,1.4417104,103.82765897017129,sembawang springs,sembawang,1470000.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
condo,3,1711,unknown,unspecified,1.2438067,103.84229522949894,sentosa,southern islands,3885000.0,87,20.56,4.55,3.13,4.26,3.55,4.94,3.32
hdb,3,1163,unknown,unspecified,1.35619605,103.9395944749328,tampines east,tampines,934500.0,91,5.44,12.65,0.33,0.73,0.48,0.71,1.19
landed,5,4058,unknown,unspecified,1.3784672,103.8650612,seletar hills,serangoon,4757600.0,1005,13.93,10.56,1.11,1.07,0.93,1.7,1.97
condo,2,743,unknown,unspecified,1.36897445,103.7764624136195,dairy farm,bukit panjang,1155000.0,92,23.63,12.57,1.39,1.12,0.92,5.57,1.25
condo,3,1119,unknown,unfurnished,1.3271094,103.7964042,coronation road,bukit timah,2849500.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,5,1582,unknown,unspecified,1.31064045,103.85214926006608,kampong java,kallang,3189900.0,103,16.03,2.95,0.41,1.28,0.25,1.42,0.4
landed,5,5748,unknown,unspecified,1.36703,103.88996647282468,hougang central,hougang,4708200.0,99,11.01,10.14,0.68,0.81,0.79,1.4,0.54
landed,5,9700,unknown,unspecified,1.3197144,103.8299065,malcolm,novena,16275000.0,967,18.14,4.63,1.44,0.23,0.59,1.5,0.43
hdb,3,1183,high,unspecified,1.3984349,103.907281,punggol field,punggol,651000.0,80,10.1,14.1,0.76,0.47,0.21,1.5,1.51
condo,3,1130,unknown,unspecified,1.30120955,103.8470858524024,mount emily,rochor,2541000.0,95,16.92,1.97,0.25,0.26,0.69,0.67,0.27
hdb,2,731,low,fully,1.430515,103.8334702,yishun west,yishun,366400.0,61,19.04,16.33,0.4,0.55,0.34,4.38,0.21
hdb,3,980,high,partial,1.3188429,103.8865243,aljunied,geylang,630000.0,59,12.13,5.49,0.68,0.38,0.27,0.78,0.48
condo,3,1496,mid,partial,1.2963944,103.89101386970906,mountbatten,marine parade,4106100.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,2,657,low,partial,1.3252767,103.9326308,bedok north,bedok,1549800.0,104,7.17,10.12,0.35,0.74,0.54,3.39,1.25
condo,2,1324,unknown,unspecified,1.2755101,103.83757475,everton park,bukit merah,2205000.0,992,19.09,1.8,0.94,1.19,0.26,2.26,0.59
condo,2,840,unknown,unspecified,1.3265666500000002,103.94789688797736,bedok south,bedok,1312500.0,94,5.67,11.72,1.84,0.37,1.04,2.14,0.19
landed,5,5437,unknown,unspecified,1.3544038,103.8653864,serangoon garden,serangoon,7035000.0,963,13.7,7.94,0.88,0.76,0.41,0.84,0.32
hdb,3,1184,unknown,unspecified,1.3450954,103.7034374,jurong west central,jurong west,609000.0,85,31.75,17.81,0.65,0.32,0.42,1.31,0.78
condo,3,1141,unknown,unspecified,1.2933505,103.83887866386893,institution hill,river valley,2625000.0,976,18.1,1.75,0.77,0.81,1.5,1.31,0.61
hdb,3,1303,unknown,unspecified,1.4332343,103.8015285,woodlands east,woodlands,619500.0,75,22.42,17.42,0.78,0.33,0.44,1.72,0.82
hdb,2,701,unknown,unspecified,1.27174295,103.81118661871172,telok blangah drive,bukit merah,390600.0,53,21.89,4.68,1.11,1.39,0.58,1.9,0.2
condo,3,1141,unknown,partial,1.316643,103.85763,lavender,kallang,2270100.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
condo,3,1023,unknown,unspecified,1.37573825,103.83467627701047,kebun bahru,ang mo kio,1995000.0,96,17.23,10.32,1.32,0.19,0.18,3.14,0.52
condo,6,6501,high,unspecified,1.3080297,103.83612727416448,cairnhill,newton,41790000.0,990,17.82,3.16,0.29,1.3,1.19,1.55,0.52
condo,1,495,unknown,unspecified,1.3159484,103.8575892,lavender,kallang,1000600.0,1003,15.28,3.61,0.53,1.0,0.66,1.64,0.44
hdb,3,1119,unknown,unspecified,1.346755,103.8479910520984,bishan east,bishan,732900.0,62,15.68,6.96,0.43,0.32,0.18,0.45,0.52
condo,1,484,unknown,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,1481600.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,5,1475,high,partial,1.369097,103.833145230925,shangri-la,ang mo kio,3329600.0,103,17.33,9.64,1.46,0.29,0.58,2.62,0.46
landed,5,4380,unknown,unspecified,1.4405369,103.82607667170107,sembawang springs,sembawang,4410000.0,979,20.27,17.55,0.19,0.66,0.78,3.61,0.49
hdb,3,1194,mid,unspecified,1.3545847,103.7022499,wenya,jurong west,546000.0,79,31.85,18.35,0.8,0.12,0.7,0.83,1.82
hdb,4,1571,unknown,unspecified,1.3554435,103.9378908,tampines west,tampines,892500.0,64,5.63,12.45,0.36,0.54,0.39,0.85,1.1
condo,2,764,unknown,unspecified,1.31730585,103.83260746060152,nassim,tanglin,2368900.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
condo,4,1496,unknown,unfurnished,1.304855,103.77377633404797,dover,queenstown,3073400.0,100,24.59,8.95,0.87,0.56,1.39,0.84,0.9
condo,3,1722,high,partial,1.2998831,103.8570353833784,bugis,downtown core,4410000.0,94,15.96,1.87,0.12,0.92,0.44,0.86,0.16
condo,1,560,unknown,unspecified,1.3472849,103.7665067,hillview,bukit batok,997500.0,991,24.73,11.77,1.23,1.6,1.08,3.02,1.25
condo,3,1055,unknown,unspecified,1.3124025,103.84117158557598,moulmein,novena,2898000.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
hdb,3,1001,unknown,unspecified,1.44634225,103.82942938870193,sembawang east,sembawang,609000.0,94,20.24,18.12,0.38,1.14,0.96,3.64,0.36
hdb,3,990,mid,unspecified,1.31895345,103.8843304879936,aljunied,geylang,577500.0,58,12.35,5.33,0.92,0.14,0.06,1.02,0.32
condo,2,624,unknown,unspecified,1.29841635,103.85717773862802,bugis,downtown core,2079000.0,101,16.01,1.72,0.17,0.95,0.6,0.81,0.28
hdb,3,1227,unknown,unspecified,1.39529885,103.91442588956058,punggol field,punggol,618300.0,81,9.24,14.17,0.21,0.41,0.21,1.79,2.15
condo,2,575,unknown,unspecified,1.3859375,103.8344656879244,tagore,ang mo kio,1050000.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
hdb,4,1732,unknown,unspecified,1.33472135,103.86559484959862,potong pasir,toa payoh,1134000.0,61,13.91,5.83,0.46,0.36,0.37,1.95,0.56
condo,4,1184,unknown,unspecified,1.4170170999999998,103.84503465472268,lower seletar,yishun,1520400.0,94,17.26,14.73,0.44,0.47,0.68,2.57,1.34
condo,3,1722,high,partial,1.2963944,103.89101386970906,mountbatten,marine parade,4780200.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,3,990,mid,unspecified,1.3752048499999998,103.88237156026992,trafalgar,hougang,699300.0,93,11.97,10.66,0.33,0.28,0.38,2.2,1.19
hdb,3,1012,unknown,unspecified,1.27556565,103.84130749625815,chinatown,outram,1469000.0,88,18.72,1.46,0.53,1.27,0.16,1.92,0.5
condo,1,603,unknown,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,1641200.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
condo,1,527,unknown,unfurnished,1.29410615,103.83673469533848,institution hill,river valley,1739800.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
hdb,3,1291,unknown,unspecified,1.31493535,103.87008954578724,boon keng,kallang,840000.0,76,13.99,4.01,0.85,1.5,0.99,2.63,0.41
landed,4,4716,unknown,unfurnished,1.30062,103.892783,mountbatten,marine parade,8059800.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
condo,3,1109,unknown,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,2499000.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,3,1098,unknown,unspecified,1.4332343,103.8015285,woodlands east,woodlands,513300.0,75,22.42,17.42,0.78,0.33,0.44,1.72,0.82
condo,2,570,unknown,unspecified,1.310429,103.80282102340084,leedon park,bukit timah,1722000.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
condo,4,1206,unknown,partial,1.3765249,103.7573796,gombak,bukit batok,1732500.0,102,25.8,14.64,0.53,0.75,0.66,4.39,0.54
condo,3,883,unknown,unspecified,1.32970335,103.90568292831622,kaki bukit,bedok,1829000.0,1000,9.71,7.88,1.74,0.5,0.47,1.86,0.66
condo,5,1497,unknown,unspecified,1.432231,103.79930106701984,woodlands south,woodlands,1974000.0,93,22.61,17.4,0.61,0.44,0.31,1.51,0.86
landed,5,6698,unknown,unspecified,1.2788952,103.84147365808892,chinatown,outram,19110000.0,945,18.53,1.24,0.52,0.95,0.38,1.69,0.22
condo,2,635,low,partial,1.3443339,103.8786904,upper paya lebar,serangoon,1528800.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
hdb,3,1001,unknown,unspecified,1.2766663,103.80704638711627,telok blangah drive,bukit merah,953400.0,94,22.08,5.01,0.69,1.22,0.2,1.23,0.62
condo,2,797,high,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,2222000.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
condo,2,701,unknown,partial,1.3123637,103.80327091227252,farrer court,bukit timah,1838600.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
condo,2,797,unknown,unspecified,1.3501789,103.9284450931913,tampines west,tampines,945000.0,91,6.73,11.27,1.37,0.17,0.85,1.89,1.23
hdb,3,1215,unknown,unspecified,1.4042572,103.89877514710687,matilda,punggol,786400.0,90,11.24,14.31,0.45,0.4,0.25,1.63,1.44
condo,5,1528,unknown,unspecified,1.31064045,103.85214926006608,kampong java,kallang,3189900.0,103,16.03,2.95,0.41,1.28,0.25,1.42,0.4
condo,3,893,unknown,unspecified,1.3252767,103.9326308,bedok north,bedok,2204000.0,104,7.17,10.12,0.35,0.74,0.54,3.39,1.25
landed,5,4000,unknown,unspecified,1.3231524,103.9078295,kembangan,bedok,5355000.0,961,9.75,7.63,1.6,0.84,0.43,1.69,0.62
condo,3,915,mid,partial,1.3165593,103.8298930092109,nassim,tanglin,2809700.0,999,18.22,4.33,1.09,0.56,0.63,1.55,0.58
hdb,4,1356,unknown,unspecified,1.3855605,103.74278673065696,choa chu kang central,choa chu kang,682500.0,70,27.52,16.51,0.26,0.57,0.85,3.52,0.18
condo,4,1249,unknown,unspecified,1.43200585,103.80079993797892,woodlands south,woodlands,1469800.0,94,22.45,17.32,0.77,0.45,0.44,1.68,0.95
hdb,3,980,unknown,unspecified,1.3876536,103.7623993,senja,bukit panjang,556500.0,78,25.38,15.16,0.49,0.29,0.48,3.32,0.9
condo,4,2002,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,5460000.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
landed,6,9300,unknown,unfurnished,1.3360434,103.7654107,anak bukit,bukit timah,14583300.0,982,24.94,11.18,1.36,1.82,0.23,2.2,1.27
hdb,3,1292,high,partial,1.31689145,103.84930357265394,kampong java,kallang,976500.0,74,16.13,3.65,0.64,1.5,0.43,0.74,0.73
hdb,3,1130,unknown,unspecified,1.35839865,103.84732724011609,marymount,bishan,824200.0,69,15.71,8.25,0.88,0.46,0.78,0.84,0.81
condo,3,1033,mid,unspecified,1.3306509,103.7670572,sunset way,clementi,2095800.0,1001,24.82,10.72,1.54,1.75,0.76,2.21,1.49
condo,4,1356,unknown,unfurnished,1.3404645,103.88373309629344,joo seng,toa payoh,2430800.0,103,11.81,7.21,1.56,0.16,0.68,1.74,0.46
landed,6,5369,unknown,unspecified,1.4405369,103.82607667170107,sembawang springs,sembawang,5124000.0,979,20.27,17.55,0.19,0.66,0.78,3.61,0.49
condo,2,818,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,1984500.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,3,1033,unknown,unspecified,1.3393381,103.7638932,bukit batok south,bukit batok,2240700.0,1001,25.07,11.51,1.4,1.48,0.39,2.23,1.33
condo,4,1464,unknown,unspecified,1.4417104,103.82765897017129,sembawang springs,sembawang,2075800.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
hdb,3,1001,high,partial,1.4024641999999998,103.91072714662886,waterway east,punggol,638400.0,90,9.98,14.67,0.28,0.19,0.25,0.98,1.38
condo,3,1119,unknown,unfurnished,1.3271094,103.7964042,coronation road,bukit timah,2832700.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,2,786,unknown,unfurnished,1.3533168,103.7896255,central water catchment,central water catchment,1499400.0,101,22.13,10.31,1.72,2.86,2.25,5.18,2.05
condo,3,947,unknown,unspecified,1.30010805,103.84667445597408,dhoby ghaut,museum,2729000.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
condo,2,818,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,2517900.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,4,1604,unknown,unfurnished,1.3124025,103.84117158557598,moulmein,novena,3788400.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
condo,4,2206,top,partial,1.3123637,103.80327091227252,farrer court,bukit timah,6828900.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
hdb,3,990,high,partial,1.3752136,103.85305915791608,cheng san,ang mo kio,554400.0,57,15.2,10.09,0.66,0.15,0.33,2.25,0.7
condo,3,872,unknown,unspecified,1.3307095,103.8683907,potong pasir,toa payoh,1938100.0,1001,13.69,5.5,0.1,0.28,0.34,2.25,0.13
condo,2,700,unknown,unspecified,1.28301625,103.83988698554164,pearl's hill,outram,2080000.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
landed,5,3200,unknown,unspecified,1.3642682,103.9675891,flora drive,pasir ris,2499000.0,73,2.44,15.68,0.44,1.08,0.72,2.25,1.7
condo,4,1518,high,partial,1.29988105,103.88811428633838,mountbatten,marine parade,3780000.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
condo,5,1819,penthouse,partial,1.27568865,103.83822499656318,everton park,bukit merah,6002800.0,1000,19.01,1.73,0.86,1.18,0.19,2.19,0.54
condo,3,1173,unknown,unspecified,1.4011046500000002,103.9164636157126,waterway east,punggol,1512000.0,94,9.35,14.84,0.4,0.66,0.3,1.24,1.68
landed,4,4716,unknown,unspecified,1.30062,103.892783,mountbatten,marine parade,8059800.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
condo,3,1119,unknown,unspecified,1.30010805,103.84667445597408,dhoby ghaut,museum,3045000.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
hdb,4,1560,unknown,unspecified,1.37536995,103.77095964484108,bangkit,bukit panjang,966000.0,65,24.29,13.51,0.9,0.77,0.28,4.94,0.95
condo,4,1528,unknown,partial,1.3124025,103.84117158557598,moulmein,novena,3885000.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
hdb,3,1163,unknown,unspecified,1.35325535,103.9350316776864,tampines west,tampines,588000.0,64,5.97,12.05,0.6,0.17,0.39,1.13,0.94
condo,4,1464,unknown,unspecified,1.3171376,103.75970123067364,faber,clementi,2793000.0,100,25.85,10.85,0.61,0.29,0.49,1.81,0.65
hdb,2,721,unknown,unspecified,1.3351429,103.72392421066031,taman jurong,jurong west,336000.0,49,29.55,15.28,0.43,0.53,0.75,1.18,1.06
hdb,3,1216,unknown,unspecified,1.3724805999999998,103.74430928109535,keat hong,choa chu kang,698200.0,94,27.22,15.43,0.54,0.98,0.66,4.38,1.42
condo,2,667,unknown,unspecified,1.3982945,103.87489037114084,fernvale,sengkang,1207500.0,99,13.42,12.91,0.74,0.9,0.6,1.52,2.41
condo,3,1206,unknown,unfurnished,1.29988105,103.88811428633838,mountbatten,marine parade,2921100.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
condo,5,1991,penthouse,partial,1.3171376,103.75970123067364,faber,clementi,3444000.0,100,25.85,10.85,0.61,0.29,0.49,1.81,0.65
condo,1,474,unknown,unspecified,1.29841635,103.85717773862802,bugis,downtown core,1564500.0,101,16.01,1.72,0.17,0.95,0.6,0.81,0.28
condo,3,1141,unknown,unspecified,1.2933505,103.83887866386893,institution hill,river valley,2625000.0,976,18.1,1.75,0.77,0.81,1.5,1.31,0.61
hdb,3,893,unknown,unspecified,1.3187212,103.94572304799308,bedok south,bedok,525000.0,62,6.41,11.17,1.95,0.35,0.15,2.82,0.94
landed,4,1800,unknown,unspecified,1.3791685,103.8339447,sembawang hills,ang mo kio,7035000.0,957,17.36,10.71,1.56,0.56,0.55,3.49,0.73
condo,3,1044,unknown,unspecified,1.3404645,103.88373309629344,joo seng,toa payoh,1942500.0,103,11.81,7.21,1.56,0.16,0.68,1.74,0.46
hdb,3,990,unknown,unspecified,1.4351629,103.8431004,northland,yishun,564900.0,92,18.31,16.75,1.08,0.27,0.58,3.88,1.1
hdb,2,645,top,unfurnished,1.3388982,103.8500843,braddell,toa payoh,446200.0,44,15.54,6.08,0.78,0.4,0.27,0.73,0.4
landed,4,2800,unknown,unspecified,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,7539100.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
hdb,4,1377,unknown,unspecified,1.36601165,103.9588994506616,pasir ris drive,pasir ris,714000.0,70,3.42,15.01,0.65,0.16,0.27,2.08,1.19
condo,4,1410,high,partial,1.39704825,103.89393329199906,anchorvale,sengkang,1942500.0,94,11.39,13.37,0.57,0.69,0.52,2.53,0.62
condo,3,1152,unknown,unspecified,1.4438513,103.81992431665668,sembawang central,sembawang,1510800.0,93,21.04,18.03,0.48,0.41,0.19,2.84,0.58
hdb,3,689,unknown,unspecified,1.33502135,103.8517583,boon teck,toa payoh,357000.0,46,15.42,5.65,0.49,0.75,0.52,0.48,0.54
condo,3,1055,mid,unspecified,1.309875,103.9119259,frankel,bedok,2446500.0,1002,10.02,7.31,0.92,0.59,0.4,2.25,1.24
condo,3,1163,unknown,unspecified,1.3260123,103.8500626,balestier,novena,2748900.0,1001,15.79,4.66,0.42,1.09,0.62,0.76,0.79
hdb,3,1238,unknown,fully,1.34511875,103.74477823037309,bukit batok west,bukit batok,953400.0,94,27.16,13.67,0.74,0.58,0.49,1.67,0.69
condo,2,786,unknown,unspecified,1.31730585,103.83260746060152,nassim,tanglin,2192400.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
landed,5,7700,unknown,unspecified,1.3392894,103.7639978,bukit batok south,bukit batok,9135000.0,979,25.06,11.5,1.39,1.49,0.37,2.23,1.32
condo,2,527,unknown,unspecified,1.29773195,103.8559134735316,bugis,downtown core,1470000.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
hdb,3,1108,unknown,unspecified,1.3278628499999998,103.85508375937604,balestier,novena,651000.0,61,15.2,4.87,0.86,0.71,0.72,0.93,0.99
hdb,3,1001,unknown,fully,1.36833335,103.85853452668768,chong boon,ang mo kio,1050000.0,95,14.51,9.37,0.82,0.74,0.75,2.25,1.01
hdb,3,1001,unknown,unspecified,1.31507315,103.86063151014405,bendemeer,kallang,960800.0,94,14.98,3.59,0.62,1.04,0.83,1.99,0.3
condo,5,1453,unknown,unspecified,1.4472921,103.82838332163992,sembawang east,sembawang,1575000.0,100,20.39,18.25,0.52,1.25,0.85,3.5,0.49
condo,1,603,unknown,unspecified,1.3120762,103.8040548,tyersall,tanglin,1365000.0,1000,21.13,6.13,0.99,1.09,1.07,1.67,0.7
hdb,3,1001,unknown,partial,1.4470258500000002,103.80338194507084,woodlands east,woodlands,546000.0,94,22.85,18.81,0.61,0.13,0.17,1.38,0.76
condo,3,1130,unknown,unspecified,1.3087662,103.8090654,ridout,tanglin,3147900.0,1000,20.68,5.46,1.55,1.08,1.34,2.13,0.98
condo,1,872,penthouse,unspecified,1.2930743,103.84051001811346,institution hill,river valley,1554000.0,985,17.94,1.58,0.71,0.84,1.34,1.14,0.43
condo,2,947,unknown,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,2878200.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
condo,3,1302,unknown,unspecified,1.29988105,103.88811428633838,mountbatten,marine parade,2887500.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
hdb,3,1001,mid,partial,1.4056329,103.90860847431615,waterway east,punggol,638400.0,93,10.36,14.88,0.61,0.37,0.29,0.71,1.04
hdb,3,1270,unknown,unspecified,1.3866135,103.763682486007,saujana,bukit panjang,630000.0,78,25.22,14.98,0.31,0.37,0.43,3.48,0.83
hdb,3,1108,unknown,unspecified,1.34141345,103.6879496702206,yunnan,jurong west,480900.0,65,33.49,19.28,1.03,0.35,0.14,1.02,1.13
condo,2,635,unknown,unspecified,1.36679605,103.8865753660334,kovan,hougang,1268400.0,100,11.39,9.96,0.82,0.76,0.63,1.57,0.75
